property_id,sub_building_id,unit_type,lowest_observed_price,standard_lease_price,budget_lower_bound,comparison_status,budget_eligible,price_basis,comparison_policy,comparison_lease_months,availability_scope,comparison_note,sqft_min,source_url,trace_unit_id,trace_floorplan_id,trace_available_from,trace_lease_months,trace_rent_basis,trace_base_rent_min,trace_base_rent_max,trace_total_cost_min,trace_total_cost_max,trace_source_ref,trace_source_type,trace_retrieved_at,trace_checked_date,trace_in_unit_laundry,trace_private_kitchen_bath,trace_flooring_materials_json,trace_furnished_status,reviewed_feature_evidence_json
the-archive,,2br,3071,3071,3071,policy_comparable,true,official_total,official_range_lower_bound_as_12_month,12,current_floorplan,Use the lowest official Total Monthly Leasing Price as the 12-month comparison price,631,https://entrata.thearchiveapts.com/new-haven/the-archive/conventional/,,2x2 Balcony A,2026-09-16,,per_unit,,,3071,,reviews/price_refresh_evidence_2026-07-29.md,official_page_capture,2026-07-29,2026-07-29,yes,yes,[],unfurnished,"{""in_unit_laundry"":{""evidenceStatus"":""confirmed"",""recordScope"":""floorplan"",""sourceUrl"":""https://www.thearchiveapts.com/images/Archive-Sample-Lease.pdf"",""sourceRef"":""Sample lease page 19, Terms and Conditions, Unit Details"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""private_kitchen_bath"":{""evidenceStatus"":""confirmed"",""recordScope"":""floorplan"",""sourceUrl"":""https://entrata.thearchiveapts.com/new-haven/the-archive/conventional/"",""sourceRef"":""docs/phase_c_evidence/the-archive_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""flooring_materials"":{""evidenceStatus"":""not_found"",""recordScope"":""floorplan"",""sourceUrl"":""https://entrata.thearchiveapts.com/new-haven/the-archive/conventional/"",""sourceRef"":""docs/phase_c_evidence/the-archive_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""furnished_status"":{""evidenceStatus"":""confirmed"",""recordScope"":""floorplan"",""sourceUrl"":""https://thearchiveapts.com/faq"",""sourceRef"":null,""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""}}"
anthem-square10,,studio,1930.25,1930.25,1930.25,comparable,true,calculated_total,source_standard_lease,12,current_unit,Official current standard-lease evidence,373,https://www.anthemsquare10.com/floorplans/s1,313,S1,2026-10-07,12,per_unit,1825,1825,1930.25,1930.25,docs/phase_c_evidence/anthem-square10_2026-07-12.md,official_page_capture,2026-07-12,2026-07-12,yes,yes,[],unknown,"{""in_unit_laundry"":{""evidenceStatus"":""confirmed"",""recordScope"":""unit"",""sourceUrl"":""https://www.anthemsquare10.com/"",""sourceRef"":null,""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""private_kitchen_bath"":{""evidenceStatus"":""confirmed"",""recordScope"":""unit"",""sourceUrl"":""https://www.anthemsquare10.com/floorplans/s1"",""sourceRef"":""docs/phase_c_evidence/anthem-square10_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""flooring_materials"":{""evidenceStatus"":""not_found"",""recordScope"":""unit"",""sourceUrl"":""https://www.anthemsquare10.com/floorplans/s1"",""sourceRef"":""docs/phase_c_evidence/anthem-square10_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""furnished_status"":{""evidenceStatus"":""not_found"",""recordScope"":""unit"",""sourceUrl"":""https://www.anthemsquare10.com/floorplans/s1"",""sourceRef"":""docs/phase_c_evidence/anthem-square10_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""}}"
anthem-square10,,1br,2790.25,2790.25,2790.25,comparable,true,calculated_total,source_standard_lease,12,current_unit,Official current standard-lease evidence,718,https://www.anthemsquare10.com/floorplans/a1,634,A1,2026-08-07,12,per_unit,2685,2685,2790.25,2790.25,docs/phase_c_evidence/anthem-square10_2026-07-12.md,official_page_capture,2026-07-12,2026-07-12,yes,yes,[],unknown,"{""in_unit_laundry"":{""evidenceStatus"":""confirmed"",""recordScope"":""unit"",""sourceUrl"":""https://www.anthemsquare10.com/"",""sourceRef"":null,""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""private_kitchen_bath"":{""evidenceStatus"":""confirmed"",""recordScope"":""unit"",""sourceUrl"":""https://www.anthemsquare10.com/floorplans/a1"",""sourceRef"":""docs/phase_c_evidence/anthem-square10_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""flooring_materials"":{""evidenceStatus"":""not_found"",""recordScope"":""unit"",""sourceUrl"":""https://www.anthemsquare10.com/floorplans/a1"",""sourceRef"":""docs/phase_c_evidence/anthem-square10_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""furnished_status"":{""evidenceStatus"":""not_found"",""recordScope"":""unit"",""sourceUrl"":""https://www.anthemsquare10.com/floorplans/a1"",""sourceRef"":""docs/phase_c_evidence/anthem-square10_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""}}"
anthem-square10,,2br,3440.25,3440.25,3440.25,comparable,true,calculated_total,source_standard_lease,12,current_unit,Official current standard-lease evidence,1064,https://www.anthemsquare10.com/floorplans/b2,707,B2,2026-07-12,12,per_unit,3335,3335,3440.25,3440.25,docs/phase_c_evidence/anthem-square10_2026-07-12.md,official_page_capture,2026-07-12,2026-07-12,yes,yes,[],unknown,"{""in_unit_laundry"":{""evidenceStatus"":""confirmed"",""recordScope"":""unit"",""sourceUrl"":""https://www.anthemsquare10.com/"",""sourceRef"":null,""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""private_kitchen_bath"":{""evidenceStatus"":""confirmed"",""recordScope"":""unit"",""sourceUrl"":""https://www.anthemsquare10.com/floorplans/b2"",""sourceRef"":""docs/phase_c_evidence/anthem-square10_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""flooring_materials"":{""evidenceStatus"":""not_found"",""recordScope"":""unit"",""sourceUrl"":""https://www.anthemsquare10.com/floorplans/b2"",""sourceRef"":""docs/phase_c_evidence/anthem-square10_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""furnished_status"":{""evidenceStatus"":""not_found"",""recordScope"":""unit"",""sourceUrl"":""https://www.anthemsquare10.com/floorplans/b2"",""sourceRef"":""docs/phase_c_evidence/anthem-square10_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""}}"
the-audubon,,studio,2564,2564,2564,comparable,true,calculated_total,source_standard_lease,12,current_unit,Current official 12-month cost estimate,575,https://www.theaudubonapts.com/floorplans,220,Studio-S1.1,2026-08-25,12,per_unit,2472,2472,2564,2564,reviews/price_refresh_evidence_2026-07-29.md,official_page_capture,2026-07-29,2026-07-29,unknown,yes,[],unknown,"{""in_unit_laundry"":{""evidenceStatus"":""not_found"",""recordScope"":""unit"",""sourceUrl"":""https://www.theaudubonapts.com/rentestimate/studio-s1.1"",""sourceRef"":""docs/phase_c_evidence/the-audubon_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""private_kitchen_bath"":{""evidenceStatus"":""confirmed"",""recordScope"":""unit"",""sourceUrl"":""https://www.theaudubonapts.com/rentestimate/studio-s1.1"",""sourceRef"":""docs/phase_c_evidence/the-audubon_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""flooring_materials"":{""evidenceStatus"":""not_found"",""recordScope"":""unit"",""sourceUrl"":""https://www.theaudubonapts.com/rentestimate/studio-s1.1"",""sourceRef"":""docs/phase_c_evidence/the-audubon_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""furnished_status"":{""evidenceStatus"":""not_found"",""recordScope"":""unit"",""sourceUrl"":""https://www.theaudubonapts.com/rentestimate/studio-s1.1"",""sourceRef"":""docs/phase_c_evidence/the-audubon_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""}}"
the-audubon,367 Orange,studio,2482,,,planning_range,false,calculated_total,none,,planning_range,,608,https://www.theaudubonapts.com/floorplans,,Studio-S4,,17,per_unit,2392,2392,2482,2482,docs/phase_c_evidence/the-audubon_2026-07-12.md,official_paste,2026-07-12,2026-07-12,unknown,yes,[],unknown,"{""in_unit_laundry"":{""evidenceStatus"":""not_found"",""recordScope"":""floorplan"",""sourceUrl"":""https://www.theaudubonapts.com/floorplans"",""sourceRef"":""docs/phase_c_evidence/the-audubon_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""private_kitchen_bath"":{""evidenceStatus"":""confirmed"",""recordScope"":""floorplan"",""sourceUrl"":""https://www.theaudubonapts.com/floorplans"",""sourceRef"":""docs/phase_c_evidence/the-audubon_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""flooring_materials"":{""evidenceStatus"":""not_found"",""recordScope"":""floorplan"",""sourceUrl"":""https://www.theaudubonapts.com/floorplans"",""sourceRef"":""docs/phase_c_evidence/the-audubon_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""furnished_status"":{""evidenceStatus"":""not_found"",""recordScope"":""floorplan"",""sourceUrl"":""https://www.theaudubonapts.com/floorplans"",""sourceRef"":""docs/phase_c_evidence/the-audubon_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""}}"
the-audubon,367 Orange,1br,2752,2752,2752,comparable,true,calculated_total,source_standard_lease,12,current_unit,Current official 12-month cost estimate,670,https://www.theaudubonapts.com/floorplans,518,1 Bed/1 Bath-A3.1,2026-10-05,12,per_unit,2581,2581,2752,2752,reviews/price_refresh_evidence_2026-07-29.md,official_page_capture,2026-07-29,2026-07-29,unknown,yes,[],unknown,"{""in_unit_laundry"":{""evidenceStatus"":""not_found"",""recordScope"":""unit"",""sourceUrl"":""https://www.theaudubonapts.com/rentestimate/1-bed%2f1-bath-a3.1-367-orange"",""sourceRef"":""docs/phase_c_evidence/the-audubon_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""private_kitchen_bath"":{""evidenceStatus"":""confirmed"",""recordScope"":""unit"",""sourceUrl"":""https://www.theaudubonapts.com/rentestimate/1-bed%2f1-bath-a3.1-367-orange"",""sourceRef"":""docs/phase_c_evidence/the-audubon_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""flooring_materials"":{""evidenceStatus"":""not_found"",""recordScope"":""unit"",""sourceUrl"":""https://www.theaudubonapts.com/rentestimate/1-bed%2f1-bath-a3.1-367-orange"",""sourceRef"":""docs/phase_c_evidence/the-audubon_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""furnished_status"":{""evidenceStatus"":""not_found"",""recordScope"":""unit"",""sourceUrl"":""https://www.theaudubonapts.com/rentestimate/1-bed%2f1-bath-a3.1-367-orange"",""sourceRef"":""docs/phase_c_evidence/the-audubon_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""}}"
the-audubon,29 Audubon Street,2br,3676,3676,3676,comparable,true,calculated_total,source_standard_lease,12,current_unit,Current official 12-month cost estimate,1110,https://www.theaudubonapts.com/floorplans,403,2 Bed/2 Bath-B5,2026-10-07,12,per_unit,3579,3579,3676,3676,reviews/price_refresh_evidence_2026-07-29.md,official_page_capture,2026-07-29,2026-07-29,,yes,[],unknown,"{""in_unit_laundry"":{""evidenceStatus"":""not_found"",""recordScope"":""unit"",""sourceUrl"":""https://www.theaudubonapts.com/floorplans"",""sourceRef"":""reviews/price_refresh_evidence_2026-07-29.md"",""checkedDate"":""2026-07-29"",""reviewedAt"":""2026-07-29""},""private_kitchen_bath"":{""evidenceStatus"":""confirmed"",""recordScope"":""floorplan"",""sourceUrl"":""https://www.theaudubonapts.com/floorplans"",""sourceRef"":""reviews/price_refresh_evidence_2026-07-29.md"",""checkedDate"":""2026-07-29"",""reviewedAt"":""2026-07-29""},""flooring_materials"":{""evidenceStatus"":""not_found"",""recordScope"":""unit"",""sourceUrl"":""https://www.theaudubonapts.com/floorplans"",""sourceRef"":""reviews/price_refresh_evidence_2026-07-29.md"",""checkedDate"":""2026-07-29"",""reviewedAt"":""2026-07-29""},""furnished_status"":{""evidenceStatus"":""not_found"",""recordScope"":""unit"",""sourceUrl"":""https://www.theaudubonapts.com/floorplans"",""sourceRef"":""reviews/price_refresh_evidence_2026-07-29.md"",""checkedDate"":""2026-07-29"",""reviewedAt"":""2026-07-29""}}"
pierpont-city-crossing,,studio,2248,2248,2248,comparable,true,official_total,source_standard_lease,12,current_unit,Current property-supplied total monthly price lower bound,537,https://www.rentcafe.com/apartments/ct/new-haven/pierpont-at-city-crossing/default.aspx,525,JR1,Available Now,12,per_unit,,,2248,7736,reviews/price_refresh_evidence_2026-07-29.md,official_page_capture,2026-07-29,2026-07-29,yes,yes,"[""lvp"",""carpet"",""tile""]",unknown,"{""in_unit_laundry"":{""evidenceStatus"":""confirmed"",""recordScope"":""building"",""sourceUrl"":""https://www.rentcafe.com/apartments/ct/new-haven/pierpont-at-city-crossing/default.aspx"",""sourceRef"":""reviews/price_refresh_evidence_2026-07-29.md"",""checkedDate"":""2026-07-29"",""reviewedAt"":""2026-07-29""},""private_kitchen_bath"":{""evidenceStatus"":""confirmed"",""recordScope"":""building"",""sourceUrl"":""https://www.rentcafe.com/apartments/ct/new-haven/pierpont-at-city-crossing/default.aspx"",""sourceRef"":""reviews/price_refresh_evidence_2026-07-29.md"",""checkedDate"":""2026-07-29"",""reviewedAt"":""2026-07-29""},""flooring_materials"":{""evidenceStatus"":""confirmed"",""recordScope"":""unit"",""sourceUrl"":""https://rms-companies.com/property/pierpont-at-city-crossing/"",""sourceRef"":null,""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""furnished_status"":{""evidenceStatus"":""not_found"",""recordScope"":""unit"",""sourceUrl"":""https://www.rentcafe.com/apartments/ct/new-haven/pierpont-at-city-crossing/default.aspx"",""sourceRef"":""docs/phase_c_evidence/pierpont-city-crossing_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""}}"
pierpont-city-crossing,,1br,2179,2179,2179,comparable,true,official_total,source_standard_lease,12,current_unit,Current property-supplied total monthly price lower bound,695,https://www.rentcafe.com/apartments/ct/new-haven/pierpont-at-city-crossing/default.aspx,103,1BR 695 sqft,2026-08-03,12,per_unit,,,2179,2932,reviews/price_refresh_evidence_2026-07-29.md,official_page_capture,2026-07-29,2026-07-29,yes,yes,[],unknown,"{""in_unit_laundry"":{""evidenceStatus"":""confirmed"",""recordScope"":""building"",""sourceUrl"":""https://www.rentcafe.com/apartments/ct/new-haven/pierpont-at-city-crossing/default.aspx"",""sourceRef"":""reviews/price_refresh_evidence_2026-07-29.md"",""checkedDate"":""2026-07-29"",""reviewedAt"":""2026-07-29""},""private_kitchen_bath"":{""evidenceStatus"":""confirmed"",""recordScope"":""building"",""sourceUrl"":""https://www.rentcafe.com/apartments/ct/new-haven/pierpont-at-city-crossing/default.aspx"",""sourceRef"":""reviews/price_refresh_evidence_2026-07-29.md"",""checkedDate"":""2026-07-29"",""reviewedAt"":""2026-07-29""},""flooring_materials"":{""evidenceStatus"":""not_found"",""recordScope"":""unit"",""sourceUrl"":""https://www.rentcafe.com/apartments/ct/new-haven/pierpont-at-city-crossing/default.aspx"",""sourceRef"":""reviews/price_refresh_evidence_2026-07-29.md"",""checkedDate"":""2026-07-29"",""reviewedAt"":""2026-07-29""},""furnished_status"":{""evidenceStatus"":""not_found"",""recordScope"":""unit"",""sourceUrl"":""https://www.rentcafe.com/apartments/ct/new-haven/pierpont-at-city-crossing/default.aspx"",""sourceRef"":""reviews/price_refresh_evidence_2026-07-29.md"",""checkedDate"":""2026-07-29"",""reviewedAt"":""2026-07-29""}}"
pierpont-city-crossing,,2br,3572,3572,3572,comparable,true,official_total,source_standard_lease,12,current_unit,Current property-supplied total monthly price lower bound,1077,https://www.rentcafe.com/apartments/ct/new-haven/pierpont-at-city-crossing/default.aspx,508,2BR 1077 sqft,Available Now,12,per_unit,,,3572,6789,reviews/price_refresh_evidence_2026-07-29.md,official_page_capture,2026-07-29,2026-07-29,yes,yes,[],unknown,"{""in_unit_laundry"":{""evidenceStatus"":""confirmed"",""recordScope"":""building"",""sourceUrl"":""https://www.rentcafe.com/apartments/ct/new-haven/pierpont-at-city-crossing/default.aspx"",""sourceRef"":""reviews/price_refresh_evidence_2026-07-29.md"",""checkedDate"":""2026-07-29"",""reviewedAt"":""2026-07-29""},""private_kitchen_bath"":{""evidenceStatus"":""confirmed"",""recordScope"":""building"",""sourceUrl"":""https://www.rentcafe.com/apartments/ct/new-haven/pierpont-at-city-crossing/default.aspx"",""sourceRef"":""reviews/price_refresh_evidence_2026-07-29.md"",""checkedDate"":""2026-07-29"",""reviewedAt"":""2026-07-29""},""flooring_materials"":{""evidenceStatus"":""not_found"",""recordScope"":""unit"",""sourceUrl"":""https://www.rentcafe.com/apartments/ct/new-haven/pierpont-at-city-crossing/default.aspx"",""sourceRef"":""reviews/price_refresh_evidence_2026-07-29.md"",""checkedDate"":""2026-07-29"",""reviewedAt"":""2026-07-29""},""furnished_status"":{""evidenceStatus"":""not_found"",""recordScope"":""unit"",""sourceUrl"":""https://www.rentcafe.com/apartments/ct/new-haven/pierpont-at-city-crossing/default.aspx"",""sourceRef"":""reviews/price_refresh_evidence_2026-07-29.md"",""checkedDate"":""2026-07-29"",""reviewedAt"":""2026-07-29""}}"
estelle,,studio,,,,not_applicable,false,unknown,not_applicable,,inquire_only,Studio S1 and S2 remain inquire-only in the current official feed,,https://estellenewhaven.securecafe.com/onlineleasing/estelle-new-haven/floorplans,,S1/S2,,,per_unit,,,,,reviews/price_refresh_evidence_2026-07-29.md,official_page_capture,2026-07-29,2026-07-29,,,[],unknown,"{""in_unit_laundry"":{""evidenceStatus"":""not_found"",""recordScope"":""floorplan"",""sourceUrl"":""https://estellenewhaven.securecafe.com/onlineleasing/estelle-new-haven/floorplans"",""sourceRef"":""reviews/price_refresh_evidence_2026-07-29.md"",""checkedDate"":""2026-07-29"",""reviewedAt"":""2026-07-29""},""private_kitchen_bath"":{""evidenceStatus"":""not_found"",""recordScope"":""floorplan"",""sourceUrl"":""https://estellenewhaven.securecafe.com/onlineleasing/estelle-new-haven/floorplans"",""sourceRef"":""reviews/price_refresh_evidence_2026-07-29.md"",""checkedDate"":""2026-07-29"",""reviewedAt"":""2026-07-29""},""flooring_materials"":{""evidenceStatus"":""not_found"",""recordScope"":""floorplan"",""sourceUrl"":""https://estellenewhaven.securecafe.com/onlineleasing/estelle-new-haven/floorplans"",""sourceRef"":""reviews/price_refresh_evidence_2026-07-29.md"",""checkedDate"":""2026-07-29"",""reviewedAt"":""2026-07-29""},""furnished_status"":{""evidenceStatus"":""not_found"",""recordScope"":""floorplan"",""sourceUrl"":""https://estellenewhaven.securecafe.com/onlineleasing/estelle-new-haven/floorplans"",""sourceRef"":""reviews/price_refresh_evidence_2026-07-29.md"",""checkedDate"":""2026-07-29"",""reviewedAt"":""2026-07-29""}}"
estelle,,1br,2870,2870,2870,comparable,true,calculated_total,source_standard_lease,12,current_unit,"Current official $2,830 base rent plus the previously reviewed $40 mandatory monthly fee",,https://estellenewhaven.securecafe.com/onlineleasing/estelle-new-haven/floorplans,506,A3,Available Now,12,per_unit,2830,2830,2870,2870,reviews/price_refresh_evidence_2026-07-29.md,official_page_capture,2026-07-29,2026-07-29,unknown,yes,[],unknown,"{""in_unit_laundry"":{""evidenceStatus"":""not_found"",""recordScope"":""unit"",""sourceUrl"":""https://estellenewhaven.securecafe.com/onlineleasing/estelle-new-haven/rentaloptions.aspx?UnitID=48066972&FloorPlanID=6409675&myOlePropertyid=2326474&MoveInDate=7/13/2026"",""sourceRef"":""docs/phase_c_evidence/estelle_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""private_kitchen_bath"":{""evidenceStatus"":""confirmed"",""recordScope"":""unit"",""sourceUrl"":""https://estellenewhaven.securecafe.com/onlineleasing/estelle-new-haven/rentaloptions.aspx?UnitID=48066972&FloorPlanID=6409675&myOlePropertyid=2326474&MoveInDate=7/13/2026"",""sourceRef"":""docs/phase_c_evidence/estelle_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""flooring_materials"":{""evidenceStatus"":""not_found"",""recordScope"":""unit"",""sourceUrl"":""https://estellenewhaven.securecafe.com/onlineleasing/estelle-new-haven/rentaloptions.aspx?UnitID=48066972&FloorPlanID=6409675&myOlePropertyid=2326474&MoveInDate=7/13/2026"",""sourceRef"":""docs/phase_c_evidence/estelle_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""},""furnished_status"":{""evidenceStatus"":""not_found"",""recordScope"":""unit"",""sourceUrl"":""https://estellenewhaven.securecafe.com/onlineleasing/estelle-new-haven/rentaloptions.aspx?UnitID=48066972&FloorPlanID=6409675&myOlePropertyid=2326474&MoveInDate=7/13/2026"",""sourceRef"":""docs/phase_c_evidence/estelle_2026-07-12.md"",""checkedDate"":""2026-07-27"",""reviewedAt"":""2026-07-27""}}"
estelle,,2br,3910,3910,3910,comparable,true,calculated_total,source_standard_lease,12,current_floorplan,"Current official $3,870 base rent plus the previously reviewed $40 mandatory monthly fee",,https://estellenewhaven.securecafe.com/onlineleasing/estelle-new-haven/floorplans,,B3,Available Now,12,per_unit,3870,3870,3910,3910,reviews/price_refresh_evidence_2026-07-29.md,official_page_capture,2026-07-29,2026-07-29,,yes,[],unknown,"{""in_unit_laundry"":{""evidenceStatus"":""not_found"",""recordScope"":""floorplan"",""sourceUrl"":""https://estellenewhaven.securecafe.com/onlineleasing/estelle-new-haven/floorplans"",""sourceRef"":""reviews/price_refresh_evidence_2026-07-29.md"",""checkedDate"":""2026-07-29"",""reviewedAt"":""2026-07-29""},""private_kitchen_bath"":{""evidenceStatus"":""confirmed"",""recordScope"":""floorplan"",""sourceUrl"":""https://estellenewhaven.securecafe.com/onlineleasing/estelle-new-haven/floorplans"",""sourceRef"":""reviews/price_refresh_evidence_2026-07-29.md"",""checkedDate"":""2026-07-29"",""reviewedAt"":""2026-07-29""},""flooring_materials"":{""evidenceStatus"":""not_found"",""recordScope"":""floorplan"",""sourceUrl"":""https://estellenewhaven.securecafe.com/onlineleasing/estelle-new-haven/floorplans"",""sourceRef"":""reviews/price_refresh_evidence_2026-07-29.md"",""checkedDate"":""2026-07-29"",""reviewedAt"":""2026-07-29""},""furnished_status"":{""evidenceStatus"":""not_found"",""recordScope"":""floorplan"",""sourceUrl"":""https://estellenewhaven.securecafe.com/onlineleasing/estelle-new-haven/floorplans"",""sourceRef"":""reviews/price_refresh_evidence_2026-07-29.md"",""checkedDate"":""2026-07-29"",""reviewedAt"":""2026-07-29""}}"
